Postcode,Latitude,Longitude,Terminated,Population,Households,Built Up Area
NN8 2LR,52.289801,-0.695322,,86,39,Wellingborough
NN8 2LS,52.289034,-0.695051,,37,23,Wellingborough
NN8 2LT,52.288719,-0.695045,,77,43,Wellingborough
NN8 2LU,52.290232,-0.695265,,56,32,Wellingborough
NN8 2LW,52.29027,-0.697082,,26,7,Wellingborough
NN8 2LX,52.290848,-0.695657,,39,20,Wellingborough
NN8 2LY,52.289114,-0.697438,,18,8,Wellingborough
NN8 2LZ,52.285871,-0.699249,,55,22,Wellingborough
NN8 2NA,52.286646,-0.700223,,88,38,Wellingborough
NN8 2NB,52.285838,-0.70117,,146,57,Wellingborough
NN8 2ND,52.286312,-0.704206,,155,62,Wellingborough
NN8 2NE,52.287467,-0.706283,,45,17,Wellingborough
NN8 2NG,52.28504,-0.694025,,58,23,
NN8 2NN,52.284284,-0.704573,,81,27,Wellingborough
NN8 2NP,52.289167,-0.703873,,64,28,Wellingborough
NN8 2NQ,52.284824,-0.695688,,83,32,
NN8 2NR,52.283956,-0.706635,,29,14,Wellingborough
NN8 2NS,52.28439,-0.706036,,74,28,Wellingborough
NN8 2NT,52.287518,-0.709243,,110,38,Wellingborough
NN8 2NU,52.284601,-0.707246,,106,37,Wellingborough
NN8 2NW,52.28634,-0.70765,,67,21,Wellingborough
NN8 2PA,52.292066,-0.69851,,62,25,Wellingborough
NN8 2PB,52.29163,-0.700517,,117,55,Wellingborough
NN8 2PD,52.291756,-0.703021,,34,14,Wellingborough
NN8 2PE,52.292971,-0.701446,,163,64,Wellingborough
NN8 2PF,52.292733,-0.70113,,79,31,Wellingborough
NN8 2PG,52.290833,-0.700863,,167,55,Wellingborough
NN8 2PH,52.290259,-0.699326,,56,21,Wellingborough
NN8 2PJ,52.290132,-0.700869,,67,26,Wellingborough
NN8 2PL,52.288805,-0.699603,,77,34,Wellingborough
NN8 2PN,52.28716,-0.698815,,114,46,Wellingborough
NN8 2PP,52.287271,-0.701495,,84,31,Wellingborough
NN8 2PQ,52.291101,-0.700723,,78,28,Wellingborough
NN8 2PR,52.287963,-0.701489,,118,48,Wellingborough
NN8 2PS,52.288223,-0.701817,,57,20,Wellingborough
NN8 2PT,52.289511,-0.700828,,54,21,Wellingborough
NN8 2PU,52.288148,-0.70358,,151,57,Wellingborough
NN8 2PW,52.287018,-0.701385,,71,27,Wellingborough
NN8 2PZ,52.290481,-0.698263,,150,74,Wellingborough
NN8 2QA,52.288036,-0.695036,,167,56,Wellingborough
NN8 2QB,52.286627,-0.696119,,116,52,Wellingborough
NN8 2QD,52.287761,-0.696217,,36,11,Wellingborough
NN8 2QL,52.287024,-0.694567,,68,27,Wellingborough
NN8 2QN,52.287591,-0.694683,,65,24,Wellingborough
NN8 2QR,52.291417,-0.690551,,1,1,Wellingborough
NN8 2QS,52.287595,-0.695005,,18,7,Wellingborough
NN8 2QT,52.287547,-0.693071,,114,45,Wellingborough
NN8 2QU,52.288497,-0.693659,,42,15,Wellingborough
NN8 2QW,52.288385,-0.692504,,20,11,Wellingborough
NN8 2RT,52.28631,-0.711463,,87,33,Wellingborough
NN8 2RU,52.286057,-0.712159,,40,13,Wellingborough
NN8 2UA,52.282806,-0.731619,,39,18,Wellingborough
NN8 2UB,52.288078,-0.725237,,156,73,Wellingborough
NN8 2UE,52.287724,-0.727461,,135,60,Wellingborough
NN8 2UF,52.278771,-0.74522,,9,3,
NN8 2UG,52.286531,-0.730208,,14,8,Wellingborough
NN8 2UJ,52.289654,-0.72053,,75,32,Wellingborough
NN8 2UL,52.290026,-0.724096,,148,93,Wellingborough
NN8 2UQ,52.287308,-0.730581,,41,18,Wellingborough
NN8 3AH,52.303824,-0.704824,,98,35,Wellingborough
NN8 3AJ,52.303331,-0.704222,,37,15,Wellingborough
NN8 3AP,52.30747,-0.71519,,47,24,Wellingborough
NN8 3AR,52.305688,-0.699431,,7,3,Wellingborough
NN8 3DA,52.297205,-0.719564,,25,12,Wellingborough
NN8 3DB,52.296711,-0.721294,,85,37,Wellingborough
NN8 3DD,52.296337,-0.72239,,57,28,Wellingborough
NN8 3DE,52.295318,-0.721261,,39,17,Wellingborough
NN8 3DF,52.294916,-0.719909,,20,12,Wellingborough
NN8 3DG,52.294164,-0.719373,,28,15,Wellingborough
NN8 3DH,52.296388,-0.720482,,61,34,Wellingborough
NN8 3DJ,52.297787,-0.72097,,71,34,Wellingborough
NN8 3DL,52.297902,-0.722448,,51,25,Wellingborough
NN8 3DN,52.297066,-0.724114,,100,45,Wellingborough
NN8 3DP,52.298035,-0.725641,,93,41,Wellingborough
NN8 3DQ,52.293708,-0.718727,,24,11,Wellingborough
NN8 3DR,52.298242,-0.727292,,61,27,Wellingborough
NN8 3DS,52.299859,-0.728859,,110,43,Wellingborough
NN8 3DT,52.297747,-0.728127,,39,13,Wellingborough
NN8 3DU,52.297493,-0.728736,,32,14,Wellingborough
NN8 3DW,52.297781,-0.723771,,74,37,Wellingborough
NN8 3DX,52.297388,-0.729795,,39,13,Wellingborough
NN8 3DY,52.297311,-0.730178,,42,13,Wellingborough
NN8 3DZ,52.297079,-0.731197,,37,13,Wellingborough
NN8 3EA,52.297091,-0.73234,,38,15,Wellingborough
NN8 3EB,52.298709,-0.731487,,158,51,Wellingborough
NN8 3ED,52.301521,-0.728752,,54,19,Wellingborough
NN8 3EE,52.303158,-0.727092,,47,22,Wellingborough
NN8 3EF,52.299765,-0.723435,,54,22,Wellingborough
NN8 3EG,52.299163,-0.722675,,25,12,Wellingborough
NN8 3EH,52.298839,-0.729313,,65,21,Wellingborough
NN8 3EJ,52.298524,-0.730158,,81,27,Wellingborough
NN8 3EL,52.298169,-0.730579,,48,20,Wellingborough
NN8 3EN,52.299914,-0.729752,,151,55,Wellingborough
NN8 3EQ,52.29891,-0.720923,,52,22,Wellingborough
NN8 3EW,52.302488,-0.729223,,126,48,Wellingborough
NN8 3FF,52.315272,-0.719982,,91,37,Wellingborough
NN8 3FG,52.315305,-0.721374,,79,37,Wellingborough
NN8 3FR,52.305917,-0.717025,,40,0,Wellingborough
NN8 3FS,52.30592,-0.718183,,94,38,Wellingborough
NN8 3GA,52.303192,-0.708773,,62,20,Wellingborough
NN8 3GB,52.303964,-0.708604,,14,7,Wellingborough
NN8 3GD,52.304171,-0.710285,,74,25,Wellingborough
NN8 3GE,52.303644,-0.709772,,33,10,Wellingborough
NN8 3GF,52.304322,-0.709312,,33,11,Wellingborough
NN8 3GG,52.304915,-0.708415,,48,19,Wellingborough
NN8 3GH,52.302776,-0.705236,,17,10,Wellingborough
NN8 3GJ,52.304757,-0.707994,,25,9,Wellingborough
NN8 3GL,52.304404,-0.705276,,71,10,Wellingborough
NN8 3GN,52.303966,-0.708003,,15,5,Wellingborough
NN8 3GP,52.304807,-0.709269,,32,12,Wellingborough
NN8 3HA,52.301099,-0.703173,,66,30,Wellingborough
NN8 3HB,52.301386,-0.703047,,73,34,Wellingborough
NN8 3HD,52.301927,-0.704437,,23,8,Wellingborough
NN8 3HF,52.300739,-0.703961,,127,51,Wellingborough
NN8 3HG,52.299784,-0.702903,,64,27,Wellingborough
NN8 3HH,52.300228,-0.705692,,34,20,Wellingborough
NN8 3HN,52.30076,-0.705896,,23,10,Wellingborough
NN8 3HP,52.301485,-0.705523,,42,19,Wellingborough
NN8 3HQ,52.299858,-0.705099,,49,24,Wellingborough
NN8 3HR,52.300372,-0.706902,,53,21,Wellingborough
NN8 3HS,52.299826,-0.70673,,25,7,Wellingborough
NN8 3HT,52.299476,-0.706799,,24,12,Wellingborough
NN8 3HW,52.300657,-0.704682,,109,44,Wellingborough
NN8 3HX,52.299418,-0.70812,,80,19,Wellingborough
NN8 3HY,52.301346,-0.706847,,131,51,Wellingborough
NN8 3HZ,52.299683,-0.70845,,73,29,Wellingborough
NN8 3JA,52.2992,-0.7104,,61,28,Wellingborough
NN8 3JB,52.298865,-0.71016,,20,9,Wellingborough
NN8 3JD,52.300495,-0.710377,,47,18,Wellingborough
NN8 3JE,52.300723,-0.710678,,88,43,Wellingborough
NN8 3JF,52.300297,-0.709576,,77,26,Wellingborough
NN8 3JG,52.299799,-0.709559,,82,35,Wellingborough
NN8 3JH,52.302089,-0.713088,,88,34,Wellingborough
NN8 3JJ,52.303259,-0.710751,,110,46,Wellingborough
NN8 3JL,52.302584,-0.713176,,47,20,Wellingborough
NN8 3JN,52.302871,-0.713138,,33,14,Wellingborough
NN8 3JP,52.302595,-0.710022,,42,17,Wellingborough
NN8 3JQ,52.299945,-0.711933,,7,4,Wellingborough
NN8 3JR,52.302632,-0.706883,,41,17,Wellingborough
NN8 3JS,52.303384,-0.703268,,3,1,Wellingborough
NN8 3JT,52.303891,-0.701505,,32,12,Wellingborough
NN8 3JU,52.303302,-0.707259,,105,36,Wellingborough
NN8 3JW,52.303247,-0.71213,,14,8,Wellingborough
NN8 3JX,52.300944,-0.706199,,20,8,Wellingborough
NN8 3JY,52.298149,-0.712894,,90,41,Wellingborough
NN8 3JZ,52.298628,-0.713173,,98,34,Wellingborough
NN8 3LA,52.298125,-0.710739,,45,17,Wellingborough
NN8 3LB,52.29876,-0.712099,,62,24,Wellingborough
NN8 3LD,52.299182,-0.712864,,62,24,Wellingborough
NN8 3LE,52.299564,-0.714877,,30,12,Wellingborough
NN8 3LF,52.299561,-0.712105,,50,17,Wellingborough
NN8 3LG,52.29977,-0.713976,,40,17,Wellingborough
NN8 3LH,52.302021,-0.708514,,14,4,Wellingborough
NN8 3LJ,52.305708,-0.726828,,108,48,Wellingborough
NN8 3LL,52.306192,-0.726639,,15,10,Wellingborough
NN8 3LN,52.306382,-0.725944,,77,26,Wellingborough
NN8 3LP,52.30686,-0.726106,,10,9,Wellingborough
NN8 3LQ,52.301752,-0.715165,,26,18,Wellingborough
NN8 3LR,52.308239,-0.725553,,109,50,Wellingborough
NN8 3LS,52.297699,-0.709593,,95,44,Wellingborough
NN8 3LT,52.307792,-0.725845,,17,13,Wellingborough
NN8 3LU,52.305624,-0.724851,,40,18,Wellingborough
NN8 3LW,52.307291,-0.72605,,150,50,Wellingborough
NN8 3LX,52.297732,-0.712642,,45,19,Wellingborough
NN8 3LY,52.298437,-0.714645,,36,18,Wellingborough
NN8 3LZ,52.296378,-0.713781,,56,25,Wellingborough
NN8 3NA,52.296606,-0.714024,,59,21,Wellingborough
NN8 3NB,52.296929,-0.714806,,64,27,Wellingborough
NN8 3ND,52.297061,-0.715389,,82,29,Wellingborough
NN8 3NE,52.297472,-0.715949,,52,24,Wellingborough
NN8 3NF,52.297638,-0.71634,,47,23,Wellingborough
NN8 3NG,52.299408,-0.716245,,36,12,Wellingborough
NN8 3NH,52.298223,-0.717218,,29,16,Wellingborough
NN8 3NJ,52.298411,-0.71799,,31,15,Wellingborough
NN8 3NL,52.299119,-0.7186,,43,21,Wellingborough
NN8 3NN,52.300278,-0.718537,,145,65,Wellingborough
NN8 3NP,52.299148,-0.717162,,48,22,Wellingborough
NN8 3NQ,52.298048,-0.716827,,35,20,Wellingborough
NN8 3NR,52.3001,-0.716225,,39,19,Wellingborough
NN8 3NS,52.300741,-0.716485,,31,21,Wellingborough
NN8 3NT,52.301113,-0.716325,,4,2,Wellingborough
NN8 3NU,52.301005,-0.718399,,36,16,Wellingborough
NN8 3NW,52.299699,-0.717366,,59,29,Wellingborough
NN8 3PA,52.293961,-0.714716,,48,19,Wellingborough
NN8 3PJ,52.29602,-0.713132,,80,32,Wellingborough
NN8 3PL,52.296433,-0.71136,,48,20,Wellingborough
NN8 3PN,52.295286,-0.713402,,38,13,Wellingborough
NN8 3PR,52.293251,-0.717273,,22,10,Wellingborough
NN8 3PS,52.293611,-0.715606,,34,13,Wellingborough
NN8 3PT,52.294512,-0.717457,,47,20,Wellingborough
NN8 3PU,52.294758,-0.717758,,50,22,Wellingborough
NN8 3PW,52.29438,-0.716403,,44,20,Wellingborough
NN8 3PX,52.29516,-0.718362,,59,22,Wellingborough
NN8 3PY,52.295449,-0.718456,,50,20,Wellingborough
NN8 3QB,52.305007,-0.72019,,120,46,Wellingborough
NN8 3QD,52.304981,-0.716142,,39,36,Wellingborough
NN8 3QE,52.304899,-0.718506,,104,41,Wellingborough
NN8 3QG,52.305802,-0.720578,,60,49,Wellingborough
NN8 3QL,52.306172,-0.723984,,58,23,Wellingborough
NN8 3QT,52.305608,-0.723399,,70,33,Wellingborough
NN8 3RA,52.295281,-0.716262,,18,7,Wellingborough
NN8 3RB,52.296113,-0.717484,,19,8,Wellingborough
NN8 3RD,52.296044,-0.719392,,71,41,Wellingborough
NN8 3RE,52.296941,-0.718399,,19,9,Wellingborough
NN8 3RF,52.298032,-0.71957,,58,24,Wellingborough
NN8 3RG,52.299741,-0.720444,,42,20,Wellingborough
NN8 3RH,52.299621,-0.721797,,106,47,Wellingborough
NN8 3RJ,52.3003,-0.724725,,26,9,Wellingborough
NN8 3RL,52.299049,-0.72548,,63,32,Wellingborough
NN8 3RN,52.299351,-0.725896,,49,22,Wellingborough
NN8 3RP,52.300265,-0.726471,,61,24,Wellingborough
NN8 3RQ,52.300431,-0.721891,,70,26,Wellingborough
NN8 3RR,52.30064,-0.728792,,15,8,Wellingborough
NN8 3RS,52.300787,-0.724858,,70,33,Wellingborough
NN8 3RT,52.300865,-0.727891,,64,29,Wellingborough
NN8 3RU,52.301925,-0.723681,,107,43,Wellingborough
NN8 3RW,52.299521,-0.727534,,129,61,Wellingborough
NN8 3RX,52.301108,-0.72545,,68,30,Wellingborough
NN8 3RY,52.301347,-0.727569,,81,31,Wellingborough
NN8 3RZ,52.30099,-0.722813,,19,9,Wellingborough
NN8 3SA,52.301531,-0.722123,,71,27,Wellingborough
NN8 3SB,52.300799,-0.721822,,62,30,Wellingborough
NN8 3SD,52.30015,-0.720022,,31,13,Wellingborough
NN8 3SE,52.298669,-0.719405,,51,31,Wellingborough
NN8 3SF,52.297261,-0.718052,,17,7,Wellingborough
NN8 3SG,52.296622,-0.717176,,10,5,Wellingborough
NN8 3SH,52.302143,-0.727268,,34,15,Wellingborough
NN8 3SJ,52.301953,-0.726232,,40,16,Wellingborough
NN8 3SL,52.301843,-0.725223,,35,13,Wellingborough
NN8 3SN,52.301751,-0.724258,,43,15,Wellingborough
NN8 3SP,52.302523,-0.722432,,46,19,Wellingborough
NN8 3SQ,52.295753,-0.715793,,34,13,Wellingborough
NN8 3SR,52.301097,-0.721109,,21,11,Wellingborough
NN8 3SS,52.30157,-0.720758,,18,8,Wellingborough
NN8 3ST,52.303492,-0.728051,,43,18,Wellingborough
NN8 3SU,52.303643,-0.72875,,62,18,Wellingborough
NN8 3SW,52.301697,-0.721678,,30,15,Wellingborough
NN8 3SX,52.30426,-0.728425,,32,12,Wellingborough
NN8 3SY,52.304184,-0.727268,,25,10,Wellingborough
NN8 3SZ,52.302465,-0.72459,,41,17,Wellingborough
NN8 3TA,52.302458,-0.725587,,40,19,Wellingborough
NN8 3TB,52.302727,-0.727178,,33,15,Wellingborough
NN8 3TD,52.302537,-0.72623,,48,16,Wellingborough
NN8 3TE,52.303644,-0.726301,,67,26,Wellingborough
NN8 3TF,52.303497,-0.725235,,33,13,Wellingborough
NN8 3TG,52.302104,-0.720273,,31,12,Wellingborough
NN8 3TH,52.303878,-0.71638,,145,55,Wellingborough
NN8 3TJ,52.30414,-0.714876,,162,66,Wellingborough
NN8 3TL,52.302816,-0.715457,,194,63,Wellingborough
NN8 3TN,52.302731,-0.717571,,153,58,Wellingborough
NN8 3TP,52.30692,-0.713344,,181,72,Wellingborough
NN8 3TQ,52.302332,-0.721426,,46,18,Wellingborough
NN8 3TR,52.306221,-0.711956,,147,55,Wellingborough
NN8 3TS,52.305026,-0.712826,,92,39,Wellingborough
NN8 3TT,52.305364,-0.714122,,117,50,Wellingborough
NN8 3TU,52.305734,-0.715138,,156,55,Wellingborough
NN8 3TW,52.303181,-0.717632,,131,42,Wellingborough
NN8 3TX,52.304553,-0.716492,,44,39,Wellingborough
NN8 3UR,52.30655,-0.724047,,52,23,Wellingborough
NN8 3UU,52.306257,-0.722721,,31,16,Wellingborough
NN8 3XA,52.306529,-0.716274,,38,34,Wellingborough
NN8 3XJ,52.308065,-0.720307,,61,21,Wellingborough
NN8 3XL,52.307928,-0.716805,,62,30,Wellingborough
NN8 3XN,52.308158,-0.718119,,19,10,Wellingborough
NN8 3XP,52.307823,-0.719493,,35,14,Wellingborough
NN8 3XQ,52.307643,-0.72205,,123,50,Wellingborough
NN8 3XR,52.306926,-0.723875,,23,12,Wellingborough
NN8 3XS,52.307063,-0.722433,,77,40,Wellingborough
NN8 3ZA,52.306225,-0.718937,,76,25,Wellingborough
NN8 3ZB,52.306984,-0.718461,,101,38,Wellingborough
NN8 3ZG,52.306968,-0.721072,,76,35,Wellingborough
NN8 3ZH,52.307024,-0.719662,,107,50,Wellingborough
NN8 3ZS,52.307756,-0.723308,,46,22,Wellingborough
NN8 4AA,52.308096,-0.687083,,12,3,Wellingborough
NN8 4AB,52.309427,-0.68389,,7,5,Wellingborough
NN8 4AE,52.316788,-0.691755,,98,41,Wellingborough
NN8 4AF,52.317209,-0.691626,,112,48,Wellingborough
NN8 4AG,52.317614,-0.691658,,120,42,Wellingborough
NN8 4AH,52.311649,-0.679159,,57,24,Wellingborough
NN8 4AL,52.312367,-0.678214,,56,28,Wellingborough
NN8 4AN,52.312593,-0.680259,,31,15,Wellingborough
NN8 4AP,52.311717,-0.680434,,18,7,Wellingborough
NN8 4AQ,52.310988,-0.681174,,23,10,Wellingborough
NN8 4AR,52.310311,-0.684463,,3,2,Wellingborough
NN8 4AS,52.310082,-0.683724,,31,12,Wellingborough
NN8 4AT,52.309706,-0.687124,,30,15,Wellingborough
NN8 4AU,52.311785,-0.686534,,55,23,Wellingborough
NN8 4AW,52.31254,-0.680849,,45,23,Wellingborough
NN8 4AX,52.314572,-0.685674,,54,23,Wellingborough
NN8 4AY,52.318012,-0.691851,,101,35,Wellingborough
NN8 4AZ,52.318408,-0.691884,,114,38,Wellingborough
NN8 4BD,52.318984,-0.691925,,113,35,Wellingborough
NN8 4BE,52.31447,-0.686249,,37,15,Wellingborough
NN8 4BG,52.312658,-0.686596,,15,6,Wellingborough
NN8 4BP,52.3248,-0.661321,,1,1,
NN8 4BQ,52.321192,-0.682248,,1,1,Wellingborough
NN8 4BS,52.319214,-0.695631,,77,32,Wellingborough
NN8 4BW,52.318221,-0.667095,,5,3,
NN8 4BY,52.313329,-0.684669,,65,20,Wellingborough
NN8 4DA,52.305841,-0.69045,,23,23,Wellingborough
NN8 4DD,52.306031,-0.697409,,2,2,Wellingborough
NN8 4DE,52.305651,-0.696865,,19,14,Wellingborough
NN8 4DF,52.305381,-0.697208,,14,12,Wellingborough
NN8 4DG,52.305706,-0.697788,,18,14,Wellingborough
NN8 4DH,52.303965,-0.690725,,78,33,Wellingborough
NN8 4DJ,52.303803,-0.689923,,23,9,Wellingborough
NN8 4DN,52.304406,-0.689979,,3,3,Wellingborough
NN8 4DP,52.305805,-0.691243,,75,36,Wellingborough
NN8 4DS,52.305409,-0.689656,,51,22,Wellingborough
NN8 4DU,52.305671,-0.688871,,17,8,Wellingborough
NN8 4DW,52.3046,-0.690457,,25,14,Wellingborough
NN8 4DY,52.306371,-0.691256,,22,10,Wellingborough
NN8 4DZ,52.306034,-0.689256,,16,12,Wellingborough
NN8 4EA,52.306491,-0.689932,,81,29,Wellingborough
NN8 4EB,52.307012,-0.688186,,99,29,Wellingborough
NN8 4ED,52.309602,-0.691542,,72,18,Wellingborough
NN8 4EE,52.307967,-0.690035,,128,48,Wellingborough
NN8 4EF,52.308758,-0.690863,,17,8,Wellingborough
NN8 4EG,52.308973,-0.691531,,59,18,Wellingborough
NN8 4EH,52.308372,-0.69171,,14,10,Wellingborough
NN8 4EJ,52.307812,-0.690641,,156,57,Wellingborough
NN8 4EL,52.306864,-0.68951,,69,31,Wellingborough
NN8 4EN,52.306717,-0.690835,,65,28,Wellingborough
NN8 4EP,52.306767,-0.692124,,71,26,Wellingborough
NN8 4EQ,52.308336,-0.69331,,28,13,Wellingborough
NN8 4ER,52.307447,-0.691752,,139,60,Wellingborough
NN8 4ES,52.308138,-0.692436,,2,2,Wellingborough
NN8 4ET,52.306627,-0.693199,,74,23,Wellingborough
NN8 4EU,52.307213,-0.692566,,10,8,Wellingborough
NN8 4EW,52.306124,-0.69163,,26,11,Wellingborough
NN8 4EZ,52.306995,-0.687468,,52,27,Wellingborough
NN8 4FA,52.301836,-0.69664,,13,6,Wellingborough
NN8 4FS,52.302982,-0.693732,,14,10,Wellingborough
NN8 4GA,52.310041,-0.684077,,16,7,Wellingborough
NN8 4GB,52.310561,-0.683944,,57,26,Wellingborough
NN8 4GD,52.310935,-0.68364,,15,8,Wellingborough
NN8 4GE,52.31038,-0.684683,,40,14,Wellingborough
NN8 4GF,52.310732,-0.685582,,108,39,Wellingborough
NN8 4GG,52.311329,-0.685902,,102,33,Wellingborough
NN8 4GH,52.311389,-0.686487,,22,6,Wellingborough
NN8 4GR,52.3037,-0.692757,,47,32,Wellingborough
NN8 4HA,52.317327,-0.699867,,29,6,Wellingborough
NN8 4HB,52.324771,-0.694409,,10,3,Wellingborough
NN8 4HD,52.317218,-0.696525,,97,37,Wellingborough
NN8 4HE,52.312099,-0.684867,,26,10,Wellingborough
NN8 4HF,52.317525,-0.698204,,80,33,Wellingborough
NN8 4HG,52.317846,-0.697989,,45,14,Wellingborough
NN8 4HH,52.300235,-0.698975,,31,17,Wellingborough
NN8 4HJ,52.301984,-0.695374,,2,1,Wellingborough
NN8 4HL,52.302154,-0.695602,,6,4,Wellingborough
NN8 4HR,52.302038,-0.696179,,4,4,Wellingborough
NN8 4HY,52.300688,-0.69717,,15,6,Wellingborough
NN8 4HZ,52.317789,-0.696113,,21,11,Wellingborough
NN8 4JB,52.317804,-0.702362,,27,11,Wellingborough
NN8 4JD,52.300167,-0.698507,,32,0,Wellingborough
NN8 4JE,52.300056,-0.700681,,15,9,Wellingborough
NN8 4JG,52.300549,-0.70052,,11,3,Wellingborough
NN8 4JH,52.300905,-0.698146,,60,18,Wellingborough
NN8 4JJ,52.301427,-0.696183,,2,2,Wellingborough
NN8 4JN,52.318265,-0.702613,,45,17,Wellingborough
NN8 4JP,52.303722,-0.694294,,3,1,Wellingborough
NN8 4JQ,52.300934,-0.700406,,24,10,Wellingborough
NN8 4JS,52.303048,-0.697585,,14,11,Wellingborough
NN8 4JT,52.303841,-0.695361,,7,6,Wellingborough
NN8 4JU,52.302857,-0.697385,,7,4,Wellingborough
NN8 4JX,52.318196,-0.700399,,34,12,Wellingborough
NN8 4JZ,52.303311,-0.697476,,25,16,Wellingborough
NN8 4LA,52.301835,-0.694909,,8,5,Wellingborough
NN8 4LB,52.303357,-0.69837,,6,2,Wellingborough
NN8 4LD,52.303273,-0.698886,,15,15,Wellingborough
NN8 4LE,52.303582,-0.698786,,7,3,Wellingborough
NN8 4LF,52.303522,-0.698629,,8,8,Wellingborough
NN8 4LG,52.303674,-0.696967,,22,13,Wellingborough
NN8 4LH,52.305549,-0.698567,,30,11,Wellingborough
NN8 4LJ,52.305382,-0.699366,,12,5,Wellingborough
NN8 4LN,52.304098,-0.699871,,10,5,Wellingborough
NN8 4LP,52.303098,-0.701003,,9,4,Wellingborough
NN8 4LR,52.302728,-0.700867,,13,9,Wellingborough
NN8 4LU,52.302042,-0.69901,,67,31,Wellingborough
NN8 4LW,52.303536,-0.700313,,49,23,Wellingborough
NN8 4LY,52.301158,-0.697848,,23,11,Wellingborough
NN8 4LZ,52.302359,-0.70079,,27,27,Wellingborough
NN8 4NL,52.321466,-0.685558,,4,2,Wellingborough
NN8 4NN,52.316177,-0.689367,,86,32,Wellingborough
NN8 4NP,52.316761,-0.688514,,111,35,Wellingborough
NN8 4NR,52.317268,-0.688,,110,35,Wellingborough
NN8 4NW,52.316615,-0.68909,,110,39,Wellingborough
NN8 4PA,52.302538,-0.694593,,12,7,Wellingborough
NN8 4PB,52.306165,-0.69377,,45,19,Wellingborough
NN8 4PF,52.303088,-0.692731,,4,2,Wellingborough
NN8 4PH,52.304377,-0.692195,,34,16,Wellingborough
NN8 4PL,52.305615,-0.691938,,41,19,Wellingborough
NN8 4PN,52.304956,-0.692544,,55,21,Wellingborough
NN8 4PR,52.303605,-0.693535,,33,13,Wellingborough
NN8 4PT,52.303593,-0.694034,,8,5,Wellingborough
NN8 4PU,52.303829,-0.693455,,4,2,Wellingborough
NN8 4PW,52.304319,-0.69303,,40,18,Wellingborough
NN8 4PX,52.304162,-0.694281,,13,11,Wellingborough
NN8 4PY,52.303899,-0.694526,,8,6,Wellingborough
NN8 4PZ,52.304068,-0.695196,,25,16,Wellingborough
NN8 4QA,52.304598,-0.6943,,45,27,Wellingborough
NN8 4QB,52.304185,-0.693564,,25,10,Wellingborough
NN8 4QD,52.304996,-0.693731,,15,4,Wellingborough
NN8 4QE,52.305877,-0.694497,,93,25,Wellingborough
NN8 4QG,52.30698,-0.69543,,3,2,Wellingborough
NN8 4QH,52.305823,-0.695364,,33,24,Wellingborough
NN8 4QJ,52.306547,-0.695753,,18,12,Wellingborough
NN8 4QL,52.306396,-0.695127,,49,40,Wellingborough
NN8 4QN,52.302612,-0.696074,,4,3,Wellingborough
NN8 4QP,52.305517,-0.694813,,24,9,Wellingborough
NN8 4QR,52.306071,-0.69619,,79,34,Wellingborough
NN8 4QS,52.305882,-0.69658,,74,29,Wellingborough
NN8 4QT,52.306924,-0.696549,,25,13,Wellingborough
NN8 4QU,52.307463,-0.695653,,18,11,Wellingborough
NN8 4QW,52.305711,-0.694986,,4,3,Wellingborough
NN8 4QX,52.307364,-0.694879,,17,10,Wellingborough
NN8 4QY,52.306762,-0.698167,,27,17,Wellingborough
NN8 4RA,52.305002,-0.695916,,42,13,Wellingborough
NN8 4RB,52.305029,-0.695123,,12,7,Wellingborough
NN8 4RF,52.304961,-0.694627,,51,22,Wellingborough
NN8 4RH,52.305088,-0.690619,,69,56,Wellingborough
